"Statistic Label","Census Year","Age Group","Sex","Administrative Counties","Frequency of speaking Irish","Level of Irish Spoken","UNIT","VALUE"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","All Irish speakers","Ability to speak Irish, not stated","Number","74"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within the education system only","Speaks Irish - Total","Number","163"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within the education system only","Speaks Irish - Very well","Number","43"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within the education system only","Speaks Irish - Well","Number","89"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within the education system only","Speaks Irish - Not well","Number","29"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within the education system only","Ability to speak Irish, not stated","Number","2"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Total","Number","8"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Very well","Number","6"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Well","Number","2"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Not well","Number","0"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within and daily outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Total","Number","2"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Very well","Number","0"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Well","Number","1"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Not well","Number","1"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within and weekly outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Total","Number","2"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Very well","Number","0"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Well","Number","0"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Not well","Number","2"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within and less often outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Total","Number","1"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Very well","Number","0"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Well","Number","0"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Not well","Number","1"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily within and never outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily outside the education system only","Speaks Irish - Total","Number","44"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily outside the education system only","Speaks Irish - Very well","Number","14"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily outside the education system only","Speaks Irish - Well","Number","18"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily outside the education system only","Speaks Irish - Not well","Number","10"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish daily outside the education system only","Ability to speak Irish, not stated","Number","2"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Total","Number","110"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Very well","Number","8"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Well","Number","68"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Not well","Number","33"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish weekly outside the education system only","Ability to speak Irish, not stated","Number","1"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish less often outside the education system only","Speaks Irish - Total","Number","819"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish less often outside the education system only","Speaks Irish - Very well","Number","15"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish less often outside the education system only","Speaks Irish - Well","Number","208"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish less often outside the education system only","Speaks Irish - Not well","Number","584"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Speaks Irish less often outside the education system only","Ability to speak Irish, not stated","Number","12"
"Irish speakers aged 3 years and over","2022","40 - 44 years","Both sexes","Offaly County Council","Never speaks Irish outside the education system only","Speaks Irish - Total","Number","761"
